port_a,port_b,lag,corr,pval,pval_corrected
Busan,Port Klang,6,0.009,0.6458,0.9173098666666666
Busan,Port Klang,7,0.021,0.2864,0.7492920962199312
Busan,Port Klang,8,-0.009,0.649,0.9183082209886334
Busan,Port Klang,9,-0.0389,0.0481,0.4096230031948882
Busan,Port Klang,10,0.0149,0.4489,0.8439138722202613
Busan,Port Klang,11,-0.027,0.1704,0.6370541110330288
Busan,Port Klang,12,-0.0091,0.645,0.9173098666666666
Busan,Port Klang,13,-0.039,0.0476,0.4084387096774194
Busan,Port Klang,14,-0.0031,0.8729,0.9784640605296342
Busan,Qingdao,1,-0.003,0.8791,0.9796734013747136
Busan,Qingdao,2,0.0085,0.6654,0.9235397860683537
Busan,Qingdao,3,-0.0088,0.654,0.9183985220374768
Busan,Qingdao,4,-0.0204,0.3004,0.7597111638954869
Busan,Qingdao,5,-0.0031,0.8743,0.9784640605296342
Busan,Qingdao,6,-0.0147,0.456,0.8486710940230688
Busan,Qingdao,7,-0.0089,0.6498,0.9183082209886334
Busan,Qingdao,8,-0.0032,0.8708,0.9782913851351351
Busan,Qingdao,9,0.0083,0.6736,0.9267450980392158
Busan,Qingdao,10,0.0087,0.6599,0.9195801047120419
Busan,Qingdao,11,-0.0029,0.8822,0.9796734013747136
Busan,Qingdao,12,-0.0145,0.4616,0.8523818118708781
Busan,Qingdao,13,0.0143,0.4664,0.8528397260273972
Busan,Qingdao,14,0.0028,0.8883,0.980906036092097
Busan,Rotterdam,1,-0.0088,0.6552,0.9186670179135933
Busan,Rotterdam,2,-0.0026,0.8958,0.9816653632434656
Busan,Rotterdam,3,-0.0213,0.2788,0.741503248375812
Busan,Rotterdam,4,-0.0089,0.6524,0.9183082209886334
Busan,Rotterdam,5,-0.0027,0.8926,0.9816653632434656
Busan,Rotterdam,6,-0.0276,0.1605,0.6248087591240875
Busan,Rotterdam,7,-0.0089,0.6495,0.9183082209886334
Busan,Rotterdam,8,0.0035,0.8592,0.9780122543841115
Busan,Rotterdam,9,0.0097,0.6224,0.9136138996138996
Busan,Rotterdam,10,0.0159,0.4194,0.8256325323475046
Busan,Rotterdam,11,0.0159,0.4203,0.8257001477104874
Busan,Rotterdam,12,-0.0091,0.6447,0.9173098666666666
Busan,Rotterdam,13,-0.034,0.084,0.4948837209302326
Busan,Rotterdam,14,0.0033,0.866,0.9780122543841115
Busan,Sakai-Semboku,1,0.0797,0.0,0.0
Busan,Sakai-Semboku,2,0.013,0.5085,0.8762758174166396
Busan,Sakai-Semboku,3,-0.0176,0.3704,0.7961729292929293
Busan,Sakai-Semboku,4,-0.0115,0.5579,0.8910321224857399
Busan,Sakai-Semboku,5,0.019,0.3333,0.7820972043010752
Busan,Sakai-Semboku,6,0.0007,0.9735,0.9936722947045281
Busan,Sakai-Semboku,7,0.0006,0.9747,0.9939088471849865
Busan,Sakai-Semboku,8,-0.03,0.1275,0.5684140233722872
Busan,Sakai-Semboku,9,0.0006,0.977,0.994122947689958
Busan,Sakai-Semboku,10,-0.0239,0.2241,0.6878414704192992
Busan,Sakai-Semboku,11,-0.0056,0.7759,0.9540866773675762
Busan,Sakai-Semboku,12,-0.024,0.2232,0.6871666666666666
Busan,Sakai-Semboku,13,0.0249,0.2057,0.6780198265179678
Busan,Sakai-Semboku,14,0.0188,0.3405,0.7820972043010752
Busan,Shanghai (Pudong),1,-0.0166,0.3991,0.818697996918336
Busan,Shanghai (Pudong),2,0.0118,0.5475,0.8896456933414784
Busan,Shanghai (Pudong),3,-0.0166,0.3975,0.818065764023211
Busan,Shanghai (Pudong),4,-0.0163,0.4065,0.8225461393596986
Busan,Shanghai (Pudong),5,-0.0391,0.0465,0.4037346278317152
Busan,Shanghai (Pudong),6,-0.0278,0.1578,0.62223598820059
Busan,Shanghai (Pudong),7,0.0007,0.9725,0.9933389635316698
Busan,Shanghai (Pudong),8,0.0063,0.7471,0.9446126810733793
Busan,Shanghai (Pudong),9,0.0234,0.2342,0.69825
Busan,Shanghai (Pudong),10,0.0234,0.2349,0.69825
Busan,Shanghai (Pudong),11,0.0176,0.3699,0.7960631067961166
Busan,Shanghai (Pudong),12,-0.0109,0.5809,0.8983482298316889
Busan,Shanghai (Pudong),13,-0.0223,0.2575,0.72118043135192
Busan,Shanghai (Pudong),14,-0.0052,0.7904,0.9555938209904588
Busan,Singapore,1,0.0222,0.2584,0.7220000000000001
Busan,Singapore,2,-0.0199,0.3103,0.7681971176197118
Busan,Singapore,3,0.0081,0.6796,0.9300421810699588
Busan,Singapore,4,-0.013,0.5095,0.8765185903653412
Busan,Singapore,5,-0.013,0.5088,0.8762758174166396
Busan,Singapore,6,0.0151,0.4436,0.8398405693950177
Busan,Singapore,7,0.008,0.6834,0.930151569277877
Busan,Singapore,8,-0.0411,0.0364,0.366
Busan,Singapore,9,0.0361,0.0668,0.4706966887417218
Busan,Singapore,10,0.0009,0.9623,0.9908012350443843
Busan,Singapore,11,-0.0061,0.756,0.9481188118811881
Busan,Singapore,12,0.0149,0.4485,0.8439138722202613
Busan,Singapore,13,0.0149,0.4493,0.8439138722202613
Busan,Singapore,14,0.0289,0.142,0.591111111111111
Busan,Tianjin Xin Gang,1,-0.0113,0.5645,0.8924074844074843
Busan,Tianjin Xin Gang,2,0.0416,0.0344,0.3591780821917809
Busan,Tianjin Xin Gang,3,0.0415,0.0345,0.3591780821917809
Busan,Tianjin Xin Gang,4,-0.0055,0.7785,0.9540866773675762
Busan,Tianjin Xin Gang,5,-0.0114,0.5608,0.8914723049434187
Busan,Tianjin Xin Gang,6,0.0238,0.226,0.6897991967871486
Busan,Tianjin Xin Gang,7,0.0003,0.9894,0.9962927382753403
Busan,Tianjin Xin Gang,8,-0.035,0.0748,0.480722891566265
Busan,Tianjin Xin Gang,9,0.0002,0.9918,0.9970476190476191
Busan,Tianjin Xin Gang,10,-0.0175,0.3748,0.7994931836407378
Busan,Tianjin Xin Gang,11,0.0001,0.9942,0.997675594115428
Busan,Tianjin Xin Gang,12,0.0005,0.9796,0.9942777565814575
Busan,Tianjin Xin Gang,13,0.0241,0.2219,0.686870424171993
Busan,Tianjin Xin Gang,14,0.0063,0.7475,0.9446126810733793
Busan,Ulsan,1,0.1022,0.0,0.0
Busan,Ulsan,2,-0.0343,0.0811,0.4886696832579185
Busan,Ulsan,3,0.0036,0.8543,0.9780122543841115
Busan,Ulsan,4,0.0112,0.57,0.896521430682826
Busan,Ulsan,5,-0.004,0.8382,0.9737085514834205
Busan,Ulsan,6,0.0187,0.3415,0.7820972043010752
Busan,Ulsan,7,0.0111,0.5725,0.8971134020618556
Busan,Ulsan,8,0.0414,0.0353,0.3632417794970986
Busan,Ulsan,9,-0.0041,0.8348,0.973079754601227
Busan,Ulsan,10,0.0035,0.8606,0.9780122543841115
Busan,Ulsan,11,-0.0117,0.5513,0.8905635159542445
Busan,Ulsan,12,0.0034,0.8624,0.9780122543841115
Busan,Ulsan,13,-0.0042,0.8314,0.9708182616330114
Busan,Ulsan,14,-0.0042,0.8306,0.9705231715352515
Busan,Yokohama,1,0.0827,0.0,0.0
Busan,Yokohama,2,0.0298,0.1293,0.5707870753935378
Busan,Yokohama,3,-0.0114,0.5626,0.8914723049434187
Busan,Yokohama,4,-0.0114,0.5617,0.8914723049434187
Busan,Yokohama,5,0.0121,0.539,0.8869409217445099
Busan,Yokohama,6,-0.0115,0.5598,0.8914723049434187
Busan,Yokohama,7,-0.0056,0.7752,0.9540866773675762
Busan,Yokohama,8,0.012,0.5422,0.8870475606014114
Busan,Yokohama,9,0.012,0.5433,0.8870475606014114
Busan,Yokohama,10,0.0178,0.3654,0.7939812168231931
Busan,Yokohama,11,0.0119,0.5454,0.8875888650963598
Busan,Yokohama,12,-0.0116,0.5542,0.8905635159542445
Busan,Yokohama,13,0.006,0.762,0.9508907641819033
Busan,Yokohama,14,-0.0058,0.7674,0.9525356976201586
Chiba,Antwerp,1,0.0905,0.0,0.0
Chiba,Antwerp,2,0.035,0.0747,0.480722891566265
Chiba,Antwerp,3,-0.0038,0.8455,0.9757170056252704
Chiba,Antwerp,4,-0.0039,0.8443,0.9757170056252704
Chiba,Antwerp,5,0.0072,0.7144,0.9356494337764648
Chiba,Antwerp,6,-0.0039,0.8418,0.9751595906814718
Chiba,Antwerp,7,-0.0095,0.6291,0.915680437756498
Chiba,Antwerp,8,0.0293,0.1366,0.5812907348242812
Chiba,Antwerp,9,0.0075,0.7018,0.9309337319382163
Chiba,Antwerp,10,-0.0092,0.6411,0.9166747246843943
Chiba,Antwerp,11,-0.0259,0.1885,0.6597500000000001
Chiba,Antwerp,12,-0.0482,0.0144,0.2255555555555556
Chiba,Antwerp,13,-0.0256,0.1942,0.6644878048780487
Chiba,Antwerp,14,-0.0033,0.8669,0.9780122543841115
Chiba,Busan,1,0.0359,0.0673,0.47296697490092465
Chiba,Busan,2,-0.0213,0.2785,0.7411805902951476
Chiba,Busan,3,-0.027,0.1687,0.6351620665251237
Chiba,Busan,4,-0.0099,0.6141,0.9116397099832684
Chiba,Busan,5,-0.0443,0.0243,0.2951506849315068
Chiba,Busan,6,-0.0157,0.4248,0.8299355783308932
Chiba,Busan,7,-0.0443,0.0241,0.29339130434782607
Chiba,Busan,8,-0.0329,0.0941,0.5084979919678715
Chiba,Busan,9,-0.0101,0.6089,0.9094425126191812
Chiba,Busan,10,0.0013,0.9455,0.9908012350443843
Chiba,Busan,11,-0.0101,0.6069,0.9084715813168261
Chiba,Busan,12,-0.0159,0.4198,0.8256325323475046
Chiba,Busan,13,-0.0159,0.419,0.8255851851851851
Chiba,Busan,14,0.0012,0.9504,0.9908012350443843
Chiba,Guangzhou (Nansha),1,0.0215,0.273,0.7335151515151516
Chiba,Guangzhou (Nansha),2,-0.0105,0.593,0.9027142449329147
Chiba,Guangzhou (Nansha),3,-0.0319,0.1048,0.5294762808349146
Chiba,Guangzhou (Nansha),4,-0.0319,0.1045,0.5294666666666666
Chiba,Guangzhou (Nansha),5,0.0054,0.7836,0.9541238291066941
Chiba,Guangzhou (Nansha),6,-0.0423,0.0314,0.34372016460905347
Chiba,Guangzhou (Nansha),7,0.0379,0.0542,0.43294894894894886
Chiba,Guangzhou (Nansha),8,0.0111,0.5729,0.8972116573447159
Chiba,Guangzhou (Nansha),9,0.0004,0.9852,0.9962927382753403
Chiba,Guangzhou (Nansha),10,-0.0157,0.4247,0.8299355783308932
Chiba,Guangzhou (Nansha),11,-0.0318,0.1063,0.5330018832391714
Chiba,Guangzhou (Nansha),12,-0.0211,0.2832,0.7440118518518519
Chiba,Guangzhou (Nansha),13,-0.0212,0.2825,0.7436417615042058
Chiba,Guangzhou (Nansha),14,0.0376,0.0559,0.4414970414201183
Chiba,Gwangyang (Kwangyang),1,0.0111,0.5715,0.8965939893930465
Chiba,Gwangyang (Kwangyang),2,-0.0015,0.9402,0.9896842105263158
Chiba,Gwangyang (Kwangyang),3,-0.0203,0.3005,0.7597111638954869
Chiba,Gwangyang (Kwangyang),4,0.011,0.5745,0.8983482298316889
Chiba,Gwangyang (Kwangyang),5,-0.0326,0.0975,0.5140910891089109
Chiba,Gwangyang (Kwangyang),6,-0.0263,0.1811,0.6536309362279511
Chiba,Gwangyang (Kwangyang),7,0.0052,0.7917,0.955837531200363
Chiba,Gwangyang (Kwangyang),8,-0.007,0.7236,0.9387171643602816
Chiba,Gwangyang (Kwangyang),9,-0.026,0.1869,0.6580646864686469
Chiba,Gwangyang (Kwangyang),10,-0.0007,0.9722,0.9932982523526022
Chiba,Gwangyang (Kwangyang),11,-0.0007,0.9711,0.9929644572526417
Chiba,Gwangyang (Kwangyang),12,-0.0197,0.3165,0.7709615384615385
Chiba,Gwangyang (Kwangyang),13,-0.0134,0.4955,0.869986798679868
Chiba,Gwangyang (Kwangyang),14,-0.0071,0.7177,0.9370973277764157
Chiba,Hong Kong,1,-0.0341,0.083,0.49281250000000004
Chiba,Hong Kong,2,-0.0163,0.406,0.8225133282559025
Chiba,Hong Kong,3,-0.0223,0.257,0.72118043135192
Chiba,Hong Kong,4,0.0014,0.9446,0.9908012350443843
Chiba,Hong Kong,5,0.0013,0.9458,0.9908012350443843
Chiba,Hong Kong,6,-0.0046,0.8146,0.9670165526373868
Chiba,Hong Kong,7,0.0131,0.5049,0.8730256410256412
Chiba,Hong Kong,8,-0.0047,0.8124,0.9670165526373868
Chiba,Hong Kong,9,-0.0402,0.0409,0.3790731707317073
Chiba,Hong Kong,10,-0.0284,0.1489,0.6060811017597552
Chiba,Hong Kong,11,0.0012,0.9529,0.9908012350443843
Chiba,Hong Kong,12,0.0011,0.9541,0.9908012350443843
Chiba,Hong Kong,13,0.0011,0.9553,0.9908012350443843
Chiba,Hong Kong,14,-0.0108,0.5846,0.8994939481268012
Chiba,Kaohsiung,1,-0.0177,0.3687,0.795733874239351
Chiba,Kaohsiung,2,-0.0122,0.5333,0.8868865468071915
Chiba,Kaohsiung,3,-0.0123,0.5323,0.8868865468071915
Chiba,Kaohsiung,4,-0.0069,0.7272,0.9387400581959263
Chiba,Kaohsiung,5,-0.0123,0.5303,0.8859442181134439
Chiba,Kaohsiung,6,-0.0178,0.3648,0.7939812168231931
Chiba,Kaohsiung,7,-0.0288,0.1437,0.5948313908313908
Chiba,Kaohsiung,8,-0.0124,0.5272,0.88593874329018
Chiba,Kaohsiung,9,-0.007,0.7213,0.938678082191781
Chiba,Kaohsiung,10,-0.018,0.3616,0.7939812168231931
Chiba,Kaohsiung,11,-0.018,0.3609,0.7939812168231931
Chiba,Kaohsiung,12,-0.0071,0.7177,0.9370973277764157
Chiba,Kaohsiung,13,0.0256,0.1944,0.6644878048780487
Chiba,Kaohsiung,14,-0.0017,0.9299,0.9874707520891364
Chiba,Kobe,1,0.1985,0.0,0.0
Chiba,Kobe,2,0.0994,0.0,0.0
Chiba,Kobe,3,0.0719,0.0002,0.008512
Chiba,Kobe,4,0.0554,0.0048,0.10596747967479674
Chiba,Kobe,5,-0.0162,0.4101,0.8225461393596986
Chiba,Kobe,6,0.0113,0.566,0.8935074183976259
Chiba,Kobe,7,0.0168,0.3942,0.8163127187864644
Chiba,Kobe,8,0.0167,0.3952,0.8168080808080809
Chiba,Kobe,9,-0.0328,0.0951,0.5084979919678715
Chiba,Kobe,10,-0.0329,0.0948,0.5084979919678715
Chiba,Kobe,11,-0.0329,0.0946,0.5084979919678715
Chiba,Kobe,12,-0.0329,0.0943,0.5084979919678715
Chiba,Kobe,13,-0.033,0.094,0.5084979919678715
Chiba,Kobe,14,0.0331,0.0933,0.5084979919678715
Chiba,Mizushima,1,0.1818,0.0,0.0
Chiba,Mizushima,2,0.0456,0.0202,0.2633921568627451
Chiba,Mizushima,3,0.0286,0.1462,0.5982953846153847
Chiba,Mizushima,4,0.0001,0.994,0.997675594115428
Chiba,Mizushima,5,-0.0396,0.0439,0.3945067567567567
Chiba,Mizushima,6,-0.0396,0.0438,0.3945067567567567
Chiba,Mizushima,7,0.0114,0.5619,0.8914723049434187
Chiba,Mizushima,8,-0.0397,0.0435,0.3929032258064516
Chiba,Mizushima,9,-0.0114,0.5639,0.8923105294467577
Chiba,Mizushima,10,0.0056,0.7744,0.9540866773675762
Chiba,Mizushima,11,-0.0114,0.5619,0.8914723049434187
Chiba,Mizushima,12,-0.0342,0.0827,0.4921297539149888
Chiba,Mizushima,13,0.0283,0.1513,0.6104126984126984
Chiba,Mizushima,14,0.0282,0.1518,0.6104126984126984
Chiba,Nagoya,1,0.2256,0.0,0.0
Chiba,Nagoya,2,0.1341,0.0,0.0
Chiba,Nagoya,3,0.1015,0.0,0.0
Chiba,Nagoya,4,0.0199,0.3114,0.7685266573945294
Chiba,Nagoya,5,0.0199,0.3122,0.7688273947246645
Chiba,Nagoya,6,-0.0237,0.229,0.6952721049629208
Chiba,Nagoya,7,-0.0182,0.3535,0.7935105485232067
Chiba,Nagoya,8,0.0035,0.8602,0.9780122543841115
Chiba,Nagoya,9,-0.0292,0.1379,0.5845222929936307
Chiba,Nagoya,10,-0.0183,0.3512,0.790683030046551
Chiba,Nagoya,11,0.0034,0.8642,0.9780122543841115
Chiba,Nagoya,12,-0.0293,0.1368,0.5812907348242812
Chiba,Nagoya,13,-0.0239,0.2251,0.6878414704192992
Chiba,Nagoya,14,0.0413,0.0358,0.3637866666666667
Chiba,Ningbo,1,-0.03,0.1265,0.5674367622259696
Chiba,Ningbo,2,-0.0193,0.3271,0.7799177101967799
Chiba,Ningbo,3,-0.0409,0.0375,0.36719565217391303
Chiba,Ningbo,4,-0.0463,0.0184,0.2516401028277635
Chiba,Ningbo,5,-0.0355,0.0706,0.48029667519181585
Chiba,Ningbo,6,-0.0302,0.1248,0.5645714285714286
Chiba,Ningbo,7,0.0022,0.9122,0.9840705596107056
Chiba,Ningbo,8,-0.0033,0.8684,0.9780122543841115
Chiba,Ningbo,9,0.0021,0.9148,0.9855841263413647
Chiba,Ningbo,10,0.0129,0.5132,0.8790756356614097
Chiba,Ningbo,11,-0.0034,0.8645,0.9780122543841115
Chiba,Ningbo,12,-0.0034,0.8633,0.9780122543841115
Chiba,Ningbo,13,-0.0088,0.6541,0.9183985220374768
Chiba,Ningbo,14,-0.0305,0.122,0.5609680207433017
Chiba,Port Klang,1,0.015,0.4442,0.8400796302879487
Chiba,Port Klang,2,0.0204,0.298,0.7578586437440307
Chiba,Port Klang,3,-0.0014,0.9441,0.9908012350443843
Chiba,Port Klang,4,0.004,0.8372,0.9737085514834205
Chiba,Port Klang,5,0.0154,0.4341,0.8333131313131313
Chiba,Port Klang,6,-0.001,0.9579,0.9908012350443843
Chiba,Port Klang,7,-0.0011,0.9566,0.9908012350443843
Chiba,Port Klang,8,0.0044,0.8246,0.9675500661667402
Chiba,Port Klang,9,-0.0121,0.5399,0.8870475606014114
Chiba,Port Klang,10,-0.0066,0.7362,0.940837656099904
Chiba,Port Klang,11,-0.0449,0.0225,0.2816470588235294
Chiba,Port Klang,12,-0.0449,0.0224,0.2816470588235294
Chiba,Port Klang,13,-0.0122,0.5359,0.8868865468071915
Chiba,Port Klang,14,-0.0177,0.3691,0.7959513579246047
Chiba,Qingdao,1,-0.0234,0.2339,0.69825
Chiba,Qingdao,2,-0.0339,0.084,0.4948837209302326
Chiba,Qingdao,3,-0.0498,0.0113,0.19774999999999998
Chiba,Qingdao,4,-0.013,0.5096,0.8765185903653412
Chiba,Qingdao,5,-0.0235,0.2315,0.6980804532577903
Chiba,Qingdao,6,-0.0393,0.0454,0.4005439469320066
Chiba,Qingdao,7,0.0027,0.8899,0.9811023622047245
Chiba,Qingdao,8,0.008,0.686,0.9301939393939394
Chiba,Qingdao,9,-0.0026,0.8946,0.9816653632434656
Chiba,Qingdao,10,0.0083,0.6721,0.9267450980392158
Chiba,Qingdao,11,0.0241,0.2204,0.6867016317016318
Chiba,Qingdao,12,-0.0339,0.0846,0.4967682119205297
Chiba,Qingdao,13,-0.0129,0.5133,0.8790756356614097
Chiba,Qingdao,14,0.0187,0.3412,0.7820972043010752
Chiba,Rotterdam,1,0.0804,0.0,0.0
Chiba,Rotterdam,2,0.0177,0.3667,0.7943175895765473
Chiba,Rotterdam,3,0.0006,0.9742,0.9938147651006711
Chiba,Rotterdam,4,0.0063,0.7487,0.9449784104389087
Chiba,Rotterdam,5,0.0063,0.75,0.9457077906701397
Chiba,Rotterdam,6,0.0062,0.7512,0.9459176526265972
Chiba,Rotterdam,7,-0.0052,0.7924,0.9558415213946118
Chiba,Rotterdam,8,0.0176,0.3721,0.7973580048270313
Chiba,Rotterdam,9,0.0118,0.5475,0.8896456933414784
Chiba,Rotterdam,10,-0.0337,0.0865,0.500739934711643
Chiba,Rotterdam,11,-0.0224,0.2557,0.72118043135192
Chiba,Rotterdam,12,-0.011,0.5756,0.8983482298316889
Chiba,Rotterdam,13,-0.0395,0.0447,0.3983316582914573
Chiba,Rotterdam,14,-0.0111,0.5736,0.8977793468667256
Chiba,Sakai-Semboku,1,0.1531,0.0,0.0
Chiba,Sakai-Semboku,2,0.0534,0.0066,0.13150561797752808
Chiba,Sakai-Semboku,3,0.0645,0.001,0.034102564102564105
Chiba,Sakai-Semboku,4,0.0198,0.3138,0.7688794848206072
Chiba,Sakai-Semboku,5,-0.0026,0.8957,0.9816653632434656
Chiba,Sakai-Semboku,6,-0.0082,0.6769,0.9278814738469465
Chiba,Sakai-Semboku,7,0.0197,0.3163,0.7708273018781494
Chiba,Sakai-Semboku,8,-0.0362,0.0657,0.46727807486631007
Chiba,Sakai-Semboku,9,-0.0474,0.0159,0.23366850828729285
Chiba,Sakai-Semboku,10,-0.0586,0.0029,0.07562745098039216
Chiba,Sakai-Semboku,11,-0.0307,0.1187,0.5547668122270742
Chiba,Sakai-Semboku,12,-0.0475,0.0158,0.23366850828729285
Chiba,Sakai-Semboku,13,0.0307,0.1189,0.5547668122270742
Chiba,Sakai-Semboku,14,0.0642,0.0011,0.036575
Chiba,Shanghai (Pudong),1,-0.0204,0.2994,0.7592030505243089
Chiba,Shanghai (Pudong),2,-0.01,0.6096,0.9094425126191812
Chiba,Shanghai (Pudong),3,-0.0412,0.0359,0.3637866666666667
Chiba,Shanghai (Pudong),4,-0.0253,0.1977,0.669203539823009
Chiba,Shanghai (Pudong),5,-0.0097,0.6203,0.9128619640387274
Chiba,Shanghai (Pudong),6,0.0006,0.9742,0.9938147651006711
Chiba,Shanghai (Pudong),7,0.0006,0.9756,0.9939088471849865
Chiba,Shanghai (Pudong),8,0.011,0.5768,0.8983482298316889
Chiba,Shanghai (Pudong),9,0.0005,0.9784,0.994122947689958
Chiba,Shanghai (Pudong),10,-0.0099,0.6145,0.9116397099832684
Chiba,Shanghai (Pudong),11,-0.0308,0.1179,0.5540688437775816
Chiba,Shanghai (Pudong),12,0.0108,0.5818,0.8983482298316889
Chiba,Shanghai (Pudong),13,0.0108,0.583,0.8992635546535227
Chiba,Shanghai (Pudong),14,-0.0205,0.2988,0.758550309966619
Chiba,Singapore,1,0.0401,0.0412,0.3805277777777778
Chiba,Singapore,2,-0.0369,0.0603,0.447883495145631
Chiba,Singapore,3,-0.0241,0.2201,0.6867016317016318
Chiba,Singapore,4,0.0015,0.9379,0.989144669044788
Chiba,Singapore,5,0.0015,0.939,0.9893240942387647
Chiba,Singapore,6,-0.0178,0.3663,0.7943175895765473
Chiba,Singapore,7,-0.0306,0.1194,0.5547668122270742
Chiba,Singapore,8,0.0143,0.4688,0.8529466484268127
Chiba,Singapore,9,-0.0178,0.3644,0.7939812168231931
Chiba,Singapore,10,0.0014,0.9445,0.9908012350443843
Chiba,Singapore,11,-0.0051,0.7967,0.9578404519774011
Chiba,Singapore,12,0.0077,0.6945,0.930632134774956
Chiba,Singapore,13,-0.018,0.3618,0.7939812168231931
Chiba,Singapore,14,0.0077,0.6966,0.9308338745940545
Chiba,Tianjin Xin Gang,1,0.0015,0.9395,0.989338875692795
Chiba,Tianjin Xin Gang,2,-0.0147,0.4558,0.8486710940230688
Chiba,Tianjin Xin Gang,3,-0.0147,0.4549,0.8482537679635472
Chiba,Tianjin Xin Gang,4,-0.0255,0.1951,0.6653410256410257
Chiba,Tianjin Xin Gang,5,-0.0309,0.1163,0.5504099378881988
Chiba,Tianjin Xin Gang,6,-0.0255,0.1941,0.6644878048780487
Chiba,Tianjin Xin Gang,7,-0.0148,0.4512,0.8455033462486791
Chiba,Tianjin Xin Gang,8,0.0066,0.7359,0.940837656099904
Chiba,Tianjin Xin Gang,9,-0.0149,0.4493,0.8439138722202613
Chiba,Tianjin Xin Gang,10,0.0012,0.9515,0.9908012350443843
Chiba,Tianjin Xin Gang,11,0.0012,0.9528,0.9908012350443843
Chiba,Tianjin Xin Gang,12,-0.0092,0.6402,0.9166747246843943
Chiba,Tianjin Xin Gang,13,-0.0146,0.4578,0.8498639693058947
Chiba,Tianjin Xin Gang,14,-0.0039,0.8437,0.9757170056252704
Chiba,Ulsan,1,0.0198,0.3142,0.7688794848206072
Chiba,Ulsan,2,-0.0149,0.449,0.8439138722202613
Chiba,Ulsan,3,0.0336,0.0875,0.5021574973031283
Chiba,Ulsan,4,-0.008,0.684,0.930151569277877
Chiba,Ulsan,5,-0.008,0.6832,0.930151569277877
Chiba,Ulsan,6,-0.0081,0.6823,0.930151569277877
Chiba,Ulsan,7,0.0196,0.3182,0.7740393232738911
Chiba,Ulsan,8,-0.022,0.2644,0.7271033057851239
Chiba,Ulsan,9,-0.0012,0.9515,0.9908012350443843
Chiba,Ulsan,10,0.0126,0.521,0.8827133757961784
Chiba,Ulsan,11,0.0195,0.321,0.7751793009532456
Chiba,Ulsan,12,-0.029,0.141,0.5892537313432835
Chiba,Ulsan,13,-0.0152,0.4417,0.8389303820064262
Chiba,Ulsan,14,0.0195,0.3231,0.7763739837398375
Chiba,Yokohama,1,0.2378,0.0,0.0
Chiba,Yokohama,2,0.1143,0.0,0.0
Chiba,Yokohama,3,0.0551,0.005,0.10725806451612903
Chiba,Yokohama,4,0.0121,0.537,0.8868865468071915
Chiba,Yokohama,5,-0.0094,0.6332,0.9158847199564981
Chiba,Yokohama,6,-0.0309,0.116,0.5495280498664292
Chiba,Yokohama,7,0.012,0.5405,0.8870475606014114
Chiba,Yokohama,8,0.0013,0.9488,0.9908012350443843
Chiba,Yokohama,9,-0.031,0.115,0.5477170993733214
Chiba,Yokohama,10,-0.031,0.1147,0.5472681614349776
Chiba,Yokohama,11,-0.0257,0.1916,0.6640469055374593
Chiba,Yokohama,12,-0.0096,0.6253,0.9144846153846155
Chiba,Yokohama,13,-0.0096,0.6242,0.9141325997248968
Chiba,Yokohama,14,0.0494,0.012,0.2052733118971061
Guangzhou (Nansha),Antwerp,1,-0.0003,0.9898,0.9962927382753403
Guangzhou (Nansha),Antwerp,2,-0.0342,0.0815,0.48881623449830897
Guangzhou (Nansha),Antwerp,3,-0.0343,0.0813,0.4887186440677966
Guangzhou (Nansha),Antwerp,4,-0.023,0.2425,0.7100165107319758
Guangzhou (Nansha),Antwerp,5,-0.0287,0.1448,0.5961360123647604
Guangzhou (Nansha),Antwerp,6,-0.0117,0.5512,0.8905635159542445
Guangzhou (Nansha),Antwerp,7,0.0335,0.0883,0.5034898177920686
Guangzhou (Nansha),Antwerp,8,0.0109,0.5813,0.8983482298316889
Guangzhou (Nansha),Antwerp,9,-0.0001,0.9975,0.9990022590361446
Guangzhou (Nansha),Antwerp,10,-0.0114,0.5611,0.8914723049434187
Guangzhou (Nansha),Antwerp,11,-0.0512,0.0093,0.17179166666666665
Guangzhou (Nansha),Antwerp,12,-0.0342,0.0824,0.49089361702127665
Guangzhou (Nansha),Antwerp,13,0.0287,0.145,0.5961360123647604
Guangzhou (Nansha),Antwerp,14,0.0799,0.0,0.0
Guangzhou (Nansha),Busan,1,0.0285,0.1473,0.6009478527607361
Guangzhou (Nansha),Busan,2,0.0109,0.5782,0.8983482298316889
Guangzhou (Nansha),Busan,3,0.0226,0.2507,0.7166706072004299
Guangzhou (Nansha),Busan,4,-0.0125,0.5253,0.8843658227848101
Guangzhou (Nansha),Busan,5,0.0167,0.3964,0.8176998836758432
Guangzhou (Nansha),Busan,6,-0.0067,0.7331,0.9406878919440425
Guangzhou (Nansha),Busan,7,-0.0184,0.3492,0.7885161290322581
Guangzhou (Nansha),Busan,8,-0.0184,0.3485,0.7876040781648258
Guangzhou (Nansha),Busan,9,-0.0126,0.5208,0.8826556228098121
Guangzhou (Nansha),Busan,10,0.0224,0.2557,0.72118043135192
Guangzhou (Nansha),Busan,11,0.034,0.0839,0.4948837209302326
Guangzhou (Nansha),Busan,12,0.0223,0.2571,0.72118043135192
Guangzhou (Nansha),Busan,13,-0.0186,0.345,0.7855064047822374
Guangzhou (Nansha),Busan,14,0.0164,0.4047,0.8219420289855073
Guangzhou (Nansha),Chiba,1,-0.0315,0.1092,0.5368628884826325
