port_a,port_b,lag,corr,pval,pval_corrected
Guangzhou (Nansha),Sakai-Semboku,9,-0.0334,0.0896,0.5070978723404256
Guangzhou (Nansha),Sakai-Semboku,10,-0.0391,0.0467,0.4037346278317152
Guangzhou (Nansha),Sakai-Semboku,11,-0.0221,0.2625,0.7253541017653167
Guangzhou (Nansha),Sakai-Semboku,12,0.0463,0.0185,0.25235897435897436
Guangzhou (Nansha),Sakai-Semboku,13,0.0748,0.0001,0.004470588235294118
Guangzhou (Nansha),Sakai-Semboku,14,0.0178,0.3669,0.7944273504273505
Guangzhou (Nansha),Shanghai (Pudong),1,0.0149,0.449,0.8439138722202613
Guangzhou (Nansha),Shanghai (Pudong),2,0.0095,0.6273,0.9153143170597915
Guangzhou (Nansha),Shanghai (Pudong),3,-0.0117,0.552,0.8905635159542445
Guangzhou (Nansha),Shanghai (Pudong),4,-0.006,0.7591,0.9494461683121768
Guangzhou (Nansha),Shanghai (Pudong),5,0.0046,0.8166,0.9670165526373868
Guangzhou (Nansha),Shanghai (Pudong),6,-0.0486,0.0134,0.21867484662576686
Guangzhou (Nansha),Shanghai (Pudong),7,-0.0061,0.7554,0.9481188118811881
Guangzhou (Nansha),Shanghai (Pudong),8,-0.054,0.006,0.12324324324324325
Guangzhou (Nansha),Shanghai (Pudong),9,-0.0168,0.3927,0.8163127187864644
Guangzhou (Nansha),Shanghai (Pudong),10,0.015,0.4454,0.8411529996450124
Guangzhou (Nansha),Shanghai (Pudong),11,0.0362,0.0656,0.46727807486631007
Guangzhou (Nansha),Shanghai (Pudong),12,0.0203,0.3033,0.7625500945179585
Guangzhou (Nansha),Shanghai (Pudong),13,-0.0063,0.7479,0.9446410256410256
Guangzhou (Nansha),Shanghai (Pudong),14,-0.0117,0.5533,0.8905635159542445
Guangzhou (Nansha),Singapore,1,-0.0215,0.274,0.7350882501260716
Guangzhou (Nansha),Singapore,2,-0.0019,0.9236,0.9874707520891364
Guangzhou (Nansha),Singapore,3,-0.0085,0.6671,0.9237668488160292
Guangzhou (Nansha),Singapore,4,-0.0019,0.9216,0.9874707520891364
Guangzhou (Nansha),Singapore,5,-0.0151,0.4439,0.8400796302879487
Guangzhou (Nansha),Singapore,6,0.0307,0.118,0.5540688437775816
Guangzhou (Nansha),Singapore,7,0.0634,0.0012,0.03916564417177914
Guangzhou (Nansha),Singapore,8,-0.0348,0.0771,0.48541065088757396
Guangzhou (Nansha),Singapore,9,-0.0021,0.9164,0.9860938511326861
Guangzhou (Nansha),Singapore,10,-0.0021,0.9153,0.9857076923076923
Guangzhou (Nansha),Singapore,11,-0.0283,0.1504,0.6089254185692542
Guangzhou (Nansha),Singapore,12,0.0175,0.3742,0.7994931836407378
Guangzhou (Nansha),Singapore,13,0.0175,0.375,0.7995991983967935
Guangzhou (Nansha),Singapore,14,0.024,0.2232,0.6871666666666666
Guangzhou (Nansha),Tianjin Xin Gang,1,0.0436,0.0263,0.3075076923076923
Guangzhou (Nansha),Tianjin Xin Gang,2,0.0162,0.4102,0.8225461393596986
Guangzhou (Nansha),Tianjin Xin Gang,3,0.0052,0.7918,0.955837531200363
Guangzhou (Nansha),Tianjin Xin Gang,4,-0.0223,0.2576,0.72118043135192
Guangzhou (Nansha),Tianjin Xin Gang,5,-0.0332,0.0908,0.5084979919678715
Guangzhou (Nansha),Tianjin Xin Gang,6,-0.0168,0.3919,0.8156917057902975
Guangzhou (Nansha),Tianjin Xin Gang,7,0.0105,0.592,0.9024183381088825
Guangzhou (Nansha),Tianjin Xin Gang,8,0.0215,0.275,0.7362858580775038
Guangzhou (Nansha),Tianjin Xin Gang,9,0.0105,0.5944,0.9027142449329147
Guangzhou (Nansha),Tianjin Xin Gang,10,0.0269,0.1717,0.6414634831460674
Guangzhou (Nansha),Tianjin Xin Gang,11,0.0049,0.8021,0.9623752819124944
Guangzhou (Nansha),Tianjin Xin Gang,12,-0.0331,0.0923,0.5084979919678715
Guangzhou (Nansha),Tianjin Xin Gang,13,0.0548,0.0054,0.11354940711462451
Guangzhou (Nansha),Tianjin Xin Gang,14,0.0877,0.0,0.0
Guangzhou (Nansha),Ulsan,1,0.0088,0.6527,0.9183082209886334
Guangzhou (Nansha),Ulsan,2,-0.0124,0.5286,0.8859414910349166
Guangzhou (Nansha),Ulsan,3,0.0229,0.2433,0.7107940691927512
Guangzhou (Nansha),Ulsan,4,0.0088,0.6555,0.9186670179135933
Guangzhou (Nansha),Ulsan,5,-0.0195,0.3207,0.7751585642889595
Guangzhou (Nansha),Ulsan,6,-0.0125,0.5257,0.8847592534008225
Guangzhou (Nansha),Ulsan,7,0.0158,0.4228,0.8287752394988948
Guangzhou (Nansha),Ulsan,8,0.0016,0.9349,0.9878188679245283
Guangzhou (Nansha),Ulsan,9,-0.0196,0.3187,0.774193607305936
Guangzhou (Nansha),Ulsan,10,0.0086,0.6611,0.9202124542124542
Guangzhou (Nansha),Ulsan,11,-0.0197,0.3176,0.7729332113449222
Guangzhou (Nansha),Ulsan,12,0.0015,0.9388,0.9893240942387647
Guangzhou (Nansha),Ulsan,13,0.0227,0.2491,0.7151710739341608
Guangzhou (Nansha),Ulsan,14,0.0015,0.9408,0.9898481613285884
Guangzhou (Nansha),Yokohama,1,-0.0441,0.0248,0.2971531531531531
Guangzhou (Nansha),Yokohama,2,-0.0167,0.3952,0.8168080808080809
Guangzhou (Nansha),Yokohama,3,-0.0113,0.5668,0.8939745034094277
Guangzhou (Nansha),Yokohama,4,-0.0168,0.3936,0.8163127187864644
Guangzhou (Nansha),Yokohama,5,-0.0387,0.0488,0.4114358161648178
Guangzhou (Nansha),Yokohama,6,0.0106,0.5908,0.9018216231717808
Guangzhou (Nansha),Yokohama,7,-0.0059,0.7641,0.9513250643575942
Guangzhou (Nansha),Yokohama,8,-0.0114,0.5617,0.8914723049434187
Guangzhou (Nansha),Yokohama,9,-0.0389,0.0482,0.4096230031948882
Guangzhou (Nansha),Yokohama,10,-0.017,0.3887,0.8137947306331105
Guangzhou (Nansha),Yokohama,11,-0.0225,0.2534,0.7202155816435432
Guangzhou (Nansha),Yokohama,12,-0.0061,0.7581,0.9491861614497529
Guangzhou (Nansha),Yokohama,13,0.0433,0.028,0.3203440860215054
Guangzhou (Nansha),Yokohama,14,0.0432,0.0281,0.3207982832618026
Gwangyang (Kwangyang),Antwerp,1,0.0008,0.9677,0.9919391136801542
Gwangyang (Kwangyang),Antwerp,2,0.0074,0.7052,0.9316275142786193
Gwangyang (Kwangyang),Antwerp,3,-0.0126,0.5221,0.8832921027592768
Gwangyang (Kwangyang),Antwerp,4,-0.0055,0.78,0.9540866773675762
Gwangyang (Kwangyang),Antwerp,5,0.0145,0.4595,0.8516447230929989
Gwangyang (Kwangyang),Antwerp,6,0.0078,0.6905,0.9301939393939394
Gwangyang (Kwangyang),Antwerp,7,0.0747,0.0001,0.004470588235294118
Gwangyang (Kwangyang),Antwerp,8,0.0479,0.0148,0.22560458452722065
Gwangyang (Kwangyang),Antwerp,9,0.0282,0.1511,0.6104126984126984
Gwangyang (Kwangyang),Antwerp,10,-0.012,0.542,0.8870475606014114
Gwangyang (Kwangyang),Antwerp,11,-0.0321,0.1025,0.5258437801350048
Gwangyang (Kwangyang),Antwerp,12,0.0014,0.9451,0.9908012350443843
Gwangyang (Kwangyang),Antwerp,13,-0.0386,0.0497,0.41285847589424574
Gwangyang (Kwangyang),Antwerp,14,0.0084,0.6701,0.9257159179433915
Gwangyang (Kwangyang),Busan,1,0.0672,0.0006,0.0228
Gwangyang (Kwangyang),Busan,2,0.0121,0.5371,0.8868865468071915
Gwangyang (Kwangyang),Busan,3,-0.0429,0.029,0.3275583864118896
Gwangyang (Kwangyang),Busan,4,-0.0288,0.1426,0.59268125
Gwangyang (Kwangyang),Busan,5,0.0057,0.7738,0.9540866773675762
Gwangyang (Kwangyang),Busan,6,-0.0013,0.9484,0.9908012350443843
Gwangyang (Kwangyang),Busan,7,0.0194,0.3239,0.7768926961226331
Gwangyang (Kwangyang),Busan,8,0.0263,0.1816,0.654991186440678
Gwangyang (Kwangyang),Busan,9,0.0194,0.3253,0.7787350427350428
Gwangyang (Kwangyang),Busan,10,-0.0014,0.9445,0.9908012350443843
Gwangyang (Kwangyang),Busan,11,-0.0152,0.4401,0.8370868787987129
Gwangyang (Kwangyang),Busan,12,0.0331,0.0928,0.5084979919678715
Gwangyang (Kwangyang),Busan,13,0.0331,0.0931,0.5084979919678715
Gwangyang (Kwangyang),Busan,14,-0.0153,0.4382,0.8358637504481893
Gwangyang (Kwangyang),Chiba,1,0.0178,0.3655,0.7939812168231931
Gwangyang (Kwangyang),Chiba,2,0.024,0.221,0.6867016317016318
Gwangyang (Kwangyang),Chiba,3,-0.0075,0.7043,0.931033043478261
Gwangyang (Kwangyang),Chiba,4,0.0309,0.1159,0.5495280498664292
Gwangyang (Kwangyang),Chiba,5,0.0498,0.0112,0.1972980132450331
Gwangyang (Kwangyang),Chiba,6,0.0182,0.3544,0.7938594867480018
Gwangyang (Kwangyang),Chiba,7,0.0371,0.0589,0.4444652482269504
Gwangyang (Kwangyang),Chiba,8,0.0308,0.1174,0.5531858407079646
Gwangyang (Kwangyang),Chiba,9,0.0181,0.3568,0.7939812168231931
Gwangyang (Kwangyang),Chiba,10,0.0181,0.3576,0.7939812168231931
Gwangyang (Kwangyang),Chiba,11,-0.0009,0.9643,0.9908012350443843
Gwangyang (Kwangyang),Chiba,12,0.0244,0.2158,0.6854433234421364
Gwangyang (Kwangyang),Chiba,13,0.037,0.0603,0.447883495145631
Gwangyang (Kwangyang),Chiba,14,-0.001,0.961,0.9908012350443843
Gwangyang (Kwangyang),Guangzhou (Nansha),1,-0.0048,0.8081,0.9654372333258479
Gwangyang (Kwangyang),Guangzhou (Nansha),2,-0.0048,0.8071,0.9651094628006294
Gwangyang (Kwangyang),Guangzhou (Nansha),3,-0.0241,0.2209,0.6867016317016318
Gwangyang (Kwangyang),Guangzhou (Nansha),4,-0.0172,0.3805,0.8057270194986071
Gwangyang (Kwangyang),Guangzhou (Nansha),5,0.0278,0.1579,0.62223598820059
Gwangyang (Kwangyang),Guangzhou (Nansha),6,-0.0105,0.592,0.9024183381088825
Gwangyang (Kwangyang),Guangzhou (Nansha),7,0.0281,0.1527,0.6128607975921746
Gwangyang (Kwangyang),Guangzhou (Nansha),8,-0.0106,0.5903,0.9017881136950905
Gwangyang (Kwangyang),Guangzhou (Nansha),9,0.0023,0.9079,0.9833939393939395
Gwangyang (Kwangyang),Guangzhou (Nansha),10,0.0023,0.9089,0.9833939393939395
Gwangyang (Kwangyang),Guangzhou (Nansha),11,0.0087,0.6595,0.9195801047120419
Gwangyang (Kwangyang),Guangzhou (Nansha),12,-0.0236,0.2306,0.6966450880181715
Gwangyang (Kwangyang),Guangzhou (Nansha),13,-0.0172,0.3831,0.8081252973830293
Gwangyang (Kwangyang),Guangzhou (Nansha),14,0.0344,0.0807,0.4884232081911262
Gwangyang (Kwangyang),Hong Kong,1,0.003,0.8805,0.9796734013747136
Gwangyang (Kwangyang),Hong Kong,2,0.0029,0.8814,0.9796734013747136
Gwangyang (Kwangyang),Hong Kong,3,-0.0184,0.3483,0.7874866128346791
Gwangyang (Kwangyang),Hong Kong,4,-0.0109,0.5778,0.8983482298316889
Gwangyang (Kwangyang),Hong Kong,5,0.0033,0.8664,0.9780122543841115
Gwangyang (Kwangyang),Hong Kong,6,0.0033,0.8674,0.9780122543841115
Gwangyang (Kwangyang),Hong Kong,7,0.0104,0.597,0.9037189189189189
Gwangyang (Kwangyang),Hong Kong,8,0.0032,0.8693,0.9780122543841115
Gwangyang (Kwangyang),Hong Kong,9,-0.0253,0.1978,0.669203539823009
Gwangyang (Kwangyang),Hong Kong,10,-0.0039,0.841,0.9746573731213243
Gwangyang (Kwangyang),Hong Kong,11,0.0032,0.8722,0.9784640605296342
Gwangyang (Kwangyang),Hong Kong,12,0.0246,0.2122,0.6818455971049457
Gwangyang (Kwangyang),Hong Kong,13,0.0031,0.8741,0.9784640605296342
Gwangyang (Kwangyang),Hong Kong,14,-0.0326,0.0978,0.5141264822134387
Gwangyang (Kwangyang),Kaohsiung,1,-0.0017,0.9314,0.9874707520891364
Gwangyang (Kwangyang),Kaohsiung,2,0.0048,0.8058,0.9646390639063906
Gwangyang (Kwangyang),Kaohsiung,3,0.0572,0.0036,0.08785321100917431
Gwangyang (Kwangyang),Kaohsiung,4,0.0447,0.0229,0.28389791183294666
Gwangyang (Kwangyang),Kaohsiung,5,0.0447,0.023,0.28389791183294666
Gwangyang (Kwangyang),Kaohsiung,6,0.0315,0.109,0.5368628884826325
Gwangyang (Kwangyang),Kaohsiung,7,-0.0408,0.038,0.36719565217391303
Gwangyang (Kwangyang),Kaohsiung,8,-0.0474,0.0159,0.23366850828729285
Gwangyang (Kwangyang),Kaohsiung,9,0.0051,0.7936,0.9558415213946118
Gwangyang (Kwangyang),Kaohsiung,10,-0.0014,0.9413,0.9898628187388812
Gwangyang (Kwangyang),Kaohsiung,11,-0.0343,0.081,0.4886696832579185
Gwangyang (Kwangyang),Kaohsiung,12,-0.0081,0.6817,0.930151569277877
Gwangyang (Kwangyang),Kaohsiung,13,0.0116,0.5552,0.8905635159542445
Gwangyang (Kwangyang),Kaohsiung,14,-0.0016,0.9371,0.9890704225352113
Gwangyang (Kwangyang),Kobe,1,-0.0135,0.4918,0.8672111368909512
Gwangyang (Kwangyang),Kobe,2,-0.0069,0.7248,0.9387171643602816
Gwangyang (Kwangyang),Kobe,3,-0.0136,0.4903,0.8660013280212484
Gwangyang (Kwangyang),Kobe,4,-0.0264,0.1788,0.6514360027378508
Gwangyang (Kwangyang),Kobe,5,-0.0265,0.1785,0.6514360027378508
Gwangyang (Kwangyang),Kobe,6,0.0465,0.0179,0.24734545454545454
Gwangyang (Kwangyang),Kobe,7,0.0133,0.4985,0.871801446416831
Gwangyang (Kwangyang),Kobe,8,0.0199,0.3111,0.7685266573945294
Gwangyang (Kwangyang),Kobe,9,0.0066,0.7363,0.940837656099904
Gwangyang (Kwangyang),Kobe,10,0.0066,0.7373,0.9410834932821497
Gwangyang (Kwangyang),Kobe,11,0.0265,0.1784,0.6514360027378508
Gwangyang (Kwangyang),Kobe,12,-0.02,0.3097,0.7681971176197118
Gwangyang (Kwangyang),Kobe,13,0.0596,0.0024,0.06649999999999999
Gwangyang (Kwangyang),Kobe,14,0.0264,0.1799,0.6532887372013653
Gwangyang (Kwangyang),Mizushima,1,0.0314,0.1098,0.5368628884826325
Gwangyang (Kwangyang),Mizushima,2,0.0246,0.2112,0.6813333333333333
Gwangyang (Kwangyang),Mizushima,3,-0.0027,0.8891,0.9809232683533804
Gwangyang (Kwangyang),Mizushima,4,-0.0023,0.9063,0.9833939393939395
Gwangyang (Kwangyang),Mizushima,5,0.025,0.2028,0.6747317073170732
Gwangyang (Kwangyang),Mizushima,6,0.0113,0.5647,0.8924074844074843
Gwangyang (Kwangyang),Mizushima,7,0.0045,0.8208,0.9670165526373868
Gwangyang (Kwangyang),Mizushima,8,0.0181,0.357,0.7939812168231931
Gwangyang (Kwangyang),Mizushima,9,0.0044,0.8228,0.9670165526373868
Gwangyang (Kwangyang),Mizushima,10,-0.0025,0.9004,0.982187410293213
Gwangyang (Kwangyang),Mizushima,11,-0.0093,0.6354,0.9164693822497976
Gwangyang (Kwangyang),Mizushima,12,-0.0162,0.4105,0.8225461393596986
Gwangyang (Kwangyang),Mizushima,13,0.018,0.3607,0.7939812168231931
Gwangyang (Kwangyang),Mizushima,14,0.0317,0.1078,0.5364705882352941
Gwangyang (Kwangyang),Nagoya,1,0.0628,0.0014,0.04407100591715976
Gwangyang (Kwangyang),Nagoya,2,0.0306,0.1194,0.5547668122270742
Gwangyang (Kwangyang),Nagoya,3,0.0306,0.1198,0.5561396160558464
Gwangyang (Kwangyang),Nagoya,4,-0.0016,0.9334,0.9876677265500796
Gwangyang (Kwangyang),Nagoya,5,0.0246,0.2117,0.6813333333333333
Gwangyang (Kwangyang),Nagoya,6,0.0114,0.5616,0.8914723049434187
Gwangyang (Kwangyang),Nagoya,7,0.0638,0.0012,0.03916564417177914
Gwangyang (Kwangyang),Nagoya,8,0.0507,0.0099,0.17975426621160412
Gwangyang (Kwangyang),Nagoya,9,0.0113,0.5644,0.8924074844074843
Gwangyang (Kwangyang),Nagoya,10,0.0375,0.0564,0.4425486725663717
Gwangyang (Kwangyang),Nagoya,11,-0.0018,0.9261,0.9874707520891364
Gwangyang (Kwangyang),Nagoya,12,0.0113,0.5673,0.894232888888889
Gwangyang (Kwangyang),Nagoya,13,0.0375,0.057,0.4439657631954351
Gwangyang (Kwangyang),Nagoya,14,0.0047,0.8132,0.9670165526373868
Gwangyang (Kwangyang),Ningbo,1,0.0229,0.2444,0.7124325505188421
Gwangyang (Kwangyang),Ningbo,2,0.0034,0.8633,0.9780122543841115
Gwangyang (Kwangyang),Ningbo,3,-0.0226,0.2504,0.7164838709677419
Gwangyang (Kwangyang),Ningbo,4,-0.0092,0.6403,0.9166747246843943
Gwangyang (Kwangyang),Ningbo,5,0.0038,0.8466,0.9757170056252704
Gwangyang (Kwangyang),Ningbo,6,-0.0092,0.6385,0.9164693822497976
Gwangyang (Kwangyang),Ningbo,7,-0.0028,0.8885,0.980906036092097
Gwangyang (Kwangyang),Ningbo,8,-0.0093,0.6367,0.9164693822497976
Gwangyang (Kwangyang),Ningbo,9,0.0232,0.2378,0.7008842105263158
Gwangyang (Kwangyang),Ningbo,10,0.0037,0.852,0.9777049180327868
Gwangyang (Kwangyang),Ningbo,11,0.0167,0.3972,0.818065764023211
Gwangyang (Kwangyang),Ningbo,12,0.0297,0.1319,0.5737254901960784
Gwangyang (Kwangyang),Ningbo,13,-0.0355,0.0716,0.480722891566265
Gwangyang (Kwangyang),Ningbo,14,0.0036,0.8563,0.9780122543841115
Gwangyang (Kwangyang),Port Klang,1,-0.0148,0.4516,0.8459549295774648
Gwangyang (Kwangyang),Port Klang,2,-0.0214,0.2769,0.7391409934771701
Gwangyang (Kwangyang),Port Klang,3,-0.0214,0.2764,0.7391409934771701
Gwangyang (Kwangyang),Port Klang,4,-0.0144,0.4627,0.8528397260273972
Gwangyang (Kwangyang),Port Klang,5,-0.0141,0.4719,0.854495575221239
Gwangyang (Kwangyang),Port Klang,6,0.0122,0.5357,0.8868865468071915
Gwangyang (Kwangyang),Port Klang,7,0.0253,0.1978,0.669203539823009
Gwangyang (Kwangyang),Port Klang,8,-0.001,0.9576,0.9908012350443843
Gwangyang (Kwangyang),Port Klang,9,0.0253,0.1988,0.669203539823009
Gwangyang (Kwangyang),Port Klang,10,0.0384,0.0508,0.4170617283950617
Gwangyang (Kwangyang),Port Klang,11,-0.0077,0.6952,0.930632134774956
Gwangyang (Kwangyang),Port Klang,12,0.0054,0.7824,0.9541238291066941
Gwangyang (Kwangyang),Port Klang,13,-0.0144,0.466,0.8528397260273972
Gwangyang (Kwangyang),Port Klang,14,-0.0012,0.9513,0.9908012350443843
Gwangyang (Kwangyang),Qingdao,1,0.0375,0.0561,0.4414970414201183
Gwangyang (Kwangyang),Qingdao,2,-0.0068,0.73,0.9396179883945842
Gwangyang (Kwangyang),Qingdao,3,-0.0005,0.9803,0.994445587955022
Gwangyang (Kwangyang),Qingdao,4,-0.0,0.9995,0.9996879112615155
Gwangyang (Kwangyang),Qingdao,5,-0.0064,0.7454,0.9445248868778282
Gwangyang (Kwangyang),Qingdao,6,0.0063,0.7495,0.9454414414414416
Gwangyang (Kwangyang),Qingdao,7,-0.0001,0.9962,0.998476836158192
Gwangyang (Kwangyang),Qingdao,8,0.0253,0.199,0.669203539823009
Gwangyang (Kwangyang),Qingdao,9,0.0189,0.3369,0.7820972043010752
Gwangyang (Kwangyang),Qingdao,10,0.0065,0.7401,0.9426219774958104
Gwangyang (Kwangyang),Qingdao,11,0.0192,0.3287,0.7806625
Gwangyang (Kwangyang),Qingdao,12,-0.0508,0.0099,0.17975426621160412
Gwangyang (Kwangyang),Qingdao,13,-0.019,0.3346,0.7820972043010752
Gwangyang (Kwangyang),Qingdao,14,-0.0127,0.5202,0.8819196940726577
Gwangyang (Kwangyang),Rotterdam,1,-0.0023,0.9057,0.9833939393939395
Gwangyang (Kwangyang),Rotterdam,2,-0.0229,0.2445,0.7124325505188421
Gwangyang (Kwangyang),Rotterdam,3,-0.0297,0.1303,0.5714723825226711
Gwangyang (Kwangyang),Rotterdam,4,-0.0157,0.4252,0.8299355783308932
Gwangyang (Kwangyang),Rotterdam,5,-0.002,0.9199,0.9870649455425575
Gwangyang (Kwangyang),Rotterdam,6,-0.0363,0.0647,0.46397846567967693
Gwangyang (Kwangyang),Rotterdam,7,-0.002,0.9179,0.986342822531799
Gwangyang (Kwangyang),Rotterdam,8,-0.0432,0.0279,0.3203440860215054
Gwangyang (Kwangyang),Rotterdam,9,-0.0227,0.2493,0.7153592233009709
Gwangyang (Kwangyang),Rotterdam,10,0.0116,0.5547,0.8905635159542445
Gwangyang (Kwangyang),Rotterdam,11,-0.009,0.6479,0.917866382752196
Gwangyang (Kwangyang),Rotterdam,12,0.0116,0.5565,0.890824165915239
Gwangyang (Kwangyang),Rotterdam,13,-0.0159,0.4193,0.8256325323475046
Gwangyang (Kwangyang),Rotterdam,14,-0.0022,0.9111,0.9836818181818182
Gwangyang (Kwangyang),Sakai-Semboku,1,0.035,0.0747,0.480722891566265
Gwangyang (Kwangyang),Sakai-Semboku,2,0.0019,0.9244,0.9874707520891364
Gwangyang (Kwangyang),Sakai-Semboku,3,-0.0049,0.8041,0.9634711711711712
Gwangyang (Kwangyang),Sakai-Semboku,4,-0.0247,0.2096,0.6804425531914894
Gwangyang (Kwangyang),Sakai-Semboku,5,0.0292,0.1373,0.5829497206703911
Gwangyang (Kwangyang),Sakai-Semboku,6,0.0494,0.012,0.2052733118971061
Gwangyang (Kwangyang),Sakai-Semboku,7,0.0224,0.2542,0.7204816196057537
Gwangyang (Kwangyang),Sakai-Semboku,8,-0.0045,0.8171,0.9670165526373868
Gwangyang (Kwangyang),Sakai-Semboku,9,0.0224,0.2554,0.72118043135192
Gwangyang (Kwangyang),Sakai-Semboku,10,0.0224,0.256,0.72118043135192
Gwangyang (Kwangyang),Sakai-Semboku,11,0.0156,0.4284,0.8308502732240438
Gwangyang (Kwangyang),Sakai-Semboku,12,0.029,0.1401,0.5873380614657211
Gwangyang (Kwangyang),Sakai-Semboku,13,0.0694,0.0004,0.016121212121212123
Gwangyang (Kwangyang),Sakai-Semboku,14,0.0357,0.0696,0.4771546391752577
Gwangyang (Kwangyang),Shanghai (Pudong),1,0.0288,0.1432,0.5941979734996103
Gwangyang (Kwangyang),Shanghai (Pudong),2,-0.0087,0.6573,0.9189852941176472
Gwangyang (Kwangyang),Shanghai (Pudong),3,-0.0275,0.1622,0.6267661115133961
Gwangyang (Kwangyang),Shanghai (Pudong),4,-0.0017,0.9312,0.9874707520891364
Gwangyang (Kwangyang),Shanghai (Pudong),5,-0.008,0.6841,0.930151569277877
Gwangyang (Kwangyang),Shanghai (Pudong),6,0.0234,0.2349,0.69825
Gwangyang (Kwangyang),Shanghai (Pudong),7,0.0233,0.2355,0.6982685236768802
Gwangyang (Kwangyang),Shanghai (Pudong),8,-0.0018,0.9269,0.9874707520891364
Gwangyang (Kwangyang),Shanghai (Pudong),9,0.0233,0.2368,0.6996892341842397
Gwangyang (Kwangyang),Shanghai (Pudong),10,-0.0144,0.4639,0.8528397260273972
Gwangyang (Kwangyang),Shanghai (Pudong),11,0.0044,0.8236,0.9670165526373868
Gwangyang (Kwangyang),Shanghai (Pudong),12,-0.027,0.1698,0.6369014084507042
Gwangyang (Kwangyang),Shanghai (Pudong),13,-0.0208,0.2913,0.7536451142440447
Gwangyang (Kwangyang),Shanghai (Pudong),14,-0.0271,0.169,0.6358415841584159
Gwangyang (Kwangyang),Singapore,1,-0.0172,0.3806,0.8057270194986071
Gwangyang (Kwangyang),Singapore,2,0.0059,0.7649,0.9518755555555556
Gwangyang (Kwangyang),Singapore,3,-0.0173,0.3795,0.8046791550418494
Gwangyang (Kwangyang),Singapore,4,0.0063,0.7504,0.9457077906701397
Gwangyang (Kwangyang),Singapore,5,-0.017,0.388,0.8129814887751083
Gwangyang (Kwangyang),Singapore,6,-0.0015,0.9382,0.989144669044788
Gwangyang (Kwangyang),Singapore,7,0.0217,0.2708,0.728708143651998
Gwangyang (Kwangyang),Singapore,8,-0.017,0.3864,0.8112265193370166
Gwangyang (Kwangyang),Singapore,9,0.0061,0.7548,0.9481188118811881
Gwangyang (Kwangyang),Singapore,10,0.0139,0.4812,0.8589453203622945
Gwangyang (Kwangyang),Singapore,11,-0.0016,0.9339,0.9876677265500796
Gwangyang (Kwangyang),Singapore,12,0.0216,0.2736,0.7343854692230072
Gwangyang (Kwangyang),Singapore,13,0.0061,0.7583,0.9492131764705882
Gwangyang (Kwangyang),Singapore,14,0.0215,0.2747,0.736223677581864
Gwangyang (Kwangyang),Tianjin Xin Gang,1,0.0027,0.8908,0.9811710144927536
Gwangyang (Kwangyang),Tianjin Xin Gang,2,0.022,0.2621,0.7253541017653167
Gwangyang (Kwangyang),Tianjin Xin Gang,3,0.0156,0.4287,0.8308502732240438
Gwangyang (Kwangyang),Tianjin Xin Gang,4,0.0031,0.874,0.9784640605296342
Gwangyang (Kwangyang),Tianjin Xin Gang,5,-0.0163,0.4058,0.8224213333333333
Gwangyang (Kwangyang),Tianjin Xin Gang,6,0.0225,0.2526,0.7197814675950722
Gwangyang (Kwangyang),Tianjin Xin Gang,7,0.003,0.8773,0.9795006294586655
Gwangyang (Kwangyang),Tianjin Xin Gang,8,0.0095,0.6295,0.9158847199564981
Gwangyang (Kwangyang),Tianjin Xin Gang,9,-0.0035,0.8591,0.9780122543841115
Gwangyang (Kwangyang),Tianjin Xin Gang,10,0.0094,0.6316,0.9158847199564981
Gwangyang (Kwangyang),Tianjin Xin Gang,11,-0.0035,0.857,0.9780122543841115
Gwangyang (Kwangyang),Tianjin Xin Gang,12,-0.0227,0.2486,0.7151710739341608
Gwangyang (Kwangyang),Tianjin Xin Gang,13,0.0032,0.8695,0.9780122543841115
Gwangyang (Kwangyang),Tianjin Xin Gang,14,0.0097,0.6222,0.9136138996138996
Gwangyang (Kwangyang),Ulsan,1,0.0486,0.0132,0.21674074074074073
Gwangyang (Kwangyang),Ulsan,2,-0.0013,0.9468,0.9908012350443843
Gwangyang (Kwangyang),Ulsan,3,-0.0346,0.078,0.48579199999999995
Gwangyang (Kwangyang),Ulsan,4,-0.0177,0.3681,0.7953000406008932
Gwangyang (Kwangyang),Ulsan,5,0.0241,0.2212,0.6867016317016318
Gwangyang (Kwangyang),Ulsan,6,-0.001,0.9584,0.9908012350443843
Gwangyang (Kwangyang),Ulsan,7,-0.001,0.9576,0.9908012350443843
Gwangyang (Kwangyang),Ulsan,8,0.0073,0.7111,0.9347117806865892
Gwangyang (Kwangyang),Ulsan,9,-0.0011,0.956,0.9908012350443843
Gwangyang (Kwangyang),Ulsan,10,-0.0178,0.3654,0.7939812168231931
Gwangyang (Kwangyang),Ulsan,11,-0.0262,0.1834,0.6570289562289562
Gwangyang (Kwangyang),Ulsan,12,-0.0011,0.9536,0.9908012350443843
Gwangyang (Kwangyang),Ulsan,13,-0.0179,0.3641,0.7939812168231931
Gwangyang (Kwangyang),Ulsan,14,-0.0346,0.0789,0.48579199999999995
Gwangyang (Kwangyang),Yokohama,1,0.0092,0.6414,0.9166747246843943
Gwangyang (Kwangyang),Yokohama,2,0.0091,0.6424,0.9172216854535694
Gwangyang (Kwangyang),Yokohama,3,-0.0038,0.8462,0.9757170056252704
Gwangyang (Kwangyang),Yokohama,4,-0.0228,0.2462,0.712804785209353
